# Time Series: Sine(t)
# Time (s),Acceleration (g's)
6.506750583643224894e-01,6.057236708292699223e-01
6.606854438776197380e-01,6.136582032381245888e-01
6.706958293909170976e-01,6.215312428108662468e-01
6.807062149042143462e-01,6.293420006139652800e-01
6.907166004175115948e-01,6.370896939549605120e-01
7.007269859308088433e-01,6.447735464608899125e-01
7.107373714441060919e-01,6.523927881560889208e-01
7.207477569574034515e-01,6.599466555393472822e-01
7.307581424707007001e-01,6.674343916604171811e-01
7.407685279839979486e-01,6.748552461958648996e-01
7.507789134972951972e-01,6.822084755242585619e-01
7.607892990105924458e-01,6.894933428006841947e-01
7.707996845238896944e-01,6.967091180305827747e-01
7.808100700371870539e-01,7.038550781429004921e-01
7.908204555504843025e-01,7.109305070625456802e-01
8.008308410637815511e-01,7.179346957821447495e-01
8.108412265770787997e-01,7.248669424330896893e-01
8.208516120903760482e-01,7.317265523558694751e-01
8.308619976036734078e-01,7.385128381696810518e-01
8.408723831169706564e-01,7.452251198413081257e-01
8.508827686302679050e-01,7.518627247532668756e-01
8.608931541435651535e-01,7.584249877712058163e-01
8.709035396568624021e-01,7.649112513105571498e-01
8.809139251701596507e-01,7.713208654024316102e-01
8.909243106834570103e-01,7.776531877587495867e-01
9.009346961967542589e-01,7.839075838366027504e-01
9.109450817100515074e-01,7.900834269018403022e-01
9.209554672233487560e-01,7.961800980918714021e-01
9.309658527366460046e-01,8.021969864776801185e-01
9.409762382499433642e-01,8.081334891250442354e-01
9.509866237632406127e-01,8.139890111549538121e-01
9.609970092765378613e-01,8.197629658032221656e-01
9.710073947898351099e-01,8.254547744792837261e-01
9.810177803031323585e-01,8.310638668241725480e-01
9.910281658164297180e-01,8.365896807676771463e-01
1.001038551329726856e+00,8.420316625846624436e-01
1.011048936843024215e+00,8.473892669505583841e-01
1.021059322356321575e+00,8.526619569960043332e-01
1.031069707869618712e+00,8.578492043606472661e-01
1.041080093382916072e+00,8.629504892460874155e-01
1.051090478896213209e+00,8.679653004679653838e-01
1.061100864409510569e+00,8.728931355071869458e-01
1.071111249922807929e+00,8.777335005602782125e-01
1.081121635436105066e+00,8.824859105888686051e-01
1.091132020949402426e+00,8.871498893682953080e-01
1.101142406462699563e+00,8.917249695353236527e-01
1.111152791975996923e+00,8.962106926349810987e-01
1.121163177489294061e+00,9.006066091664963746e-01
1.131173563002591420e+00,9.049122786283440023e-01
1.141183948515888780e+00,9.091272695623845435e-01
1.151194334029185917e+00,9.132511595971000151e-01
1.161204719542483277e+00,9.172835354899188109e-01
1.171215105055780414e+00,9.212239931686251326e-01
1.181225490569077774e+00,9.250721377718500449e-01
1.191235876082375134e+00,9.288275836886391579e-01
1.201246261595672271e+00,9.324899545970933845e-01
1.211256647108969631e+00,9.360588835020796639e-01
1.221267032622266768e+00,9.395340127720057666e-01
1.231277418135564128e+00,9.429149941746579611e-01
1.241287803648861487e+00,9.462014889120959893e-01
1.251298189162158625e+00,9.493931676546027987e-01
1.261308574675455985e+00,9.524897105736864766e-01
1.271318960188753122e+00,9.554908073741283925e-01
1.281329345702050482e+00,9.583961573250776578e-01
1.291339731215347841e+00,9.612054692901860209e-01
1.301350116728644979e+00,9.639184617567816415e-01
1.311360502241942338e+00,9.665348628640791917e-01
1.321370887755239476e+00,9.690544104304217310e-01
1.331381273268536836e+00,9.714768519795534685e-01
1.341391658781834195e+00,9.738019447659191918e-01
1.351402044295131333e+00,9.760294557989894759e-01
1.361412429808428692e+00,9.781591618666078958e-01
1.371422815321725830e+00,9.801908495573582458e-01
1.381433200835023190e+00,9.821243152819499889e-01
1.391443586348320549e+00,9.839593652936194923e-01
1.401453971861617687e+00,9.856958157075443872e-01
1.411464357374915046e+00,9.873334925192706057e-01
1.421474742888212184e+00,9.888722316221482123e-01
1.431485128401509543e+00,9.903118788237769143e-01
1.441495513914806903e+00,9.916522898614563708e-01
1.451505899428104041e+00,9.928933304166426277e-01
1.461516284941401400e+00,9.940348761284081291e-01
1.471526670454698538e+00,9.950768126059030827e-01
1.481537055967995897e+00,9.960190354398181789e-01
1.491547441481293035e+00,9.968614502128474442e-01
1.501557826994590394e+00,9.976039725091496724e-01
1.511568212507887754e+00,9.982465279228068811e-01
1.521578598021184892e+00,9.987890520652807913e-01
1.531588983534482251e+00,9.992314905718645557e-01
1.541599369047779389e+00,9.995737991071312889e-01
1.551609754561076748e+00,9.998159433693758480e-01
1.561620140074374108e+00,9.999578990940527490e-01
1.571630525587671245e+00,9.999996520562072222e-01
1.581640911100968605e+00,9.999411980719010717e-01
1.591651296614265743e+00,9.997825429986315626e-01
1.601661682127563102e+00,9.995237027347446679e-01
1.611672067640860462e+00,9.991647032178418986e-01
1.621682453154157599e+00,9.987055804221810495e-01
1.631692838667454959e+00,9.981463803550716385e-01
1.641703224180752096e+00,9.974871590522643716e-01
1.651713609694049456e+00,9.967279825723359687e-01
1.661723995207346816e+00,9.958689269900696805e-01
1.671734380720643953e+00,9.949100783888323862e-01
1.681744766233941313e+00,9.938515328519478276e-01
1.691755151747238450e+00,9.926933964530689769e-01
1.701765537260535810e+00,9.914357852455482067e-01
1.711775922773833170e+00,9.900788252508083698e-01
1.721786308287130307e+00,9.886226524457143450e-01
1.731796693800427667e+00,9.870674127489471594e-01
1.741807079313724804e+00,9.854132620063820180e-01
1.751817464827022164e+00,9.836603659754716844e-01
1.761827850340319301e+00,9.818089003086357680e-01
1.771838235853616661e+00,9.798590505356599145e-01
1.781848621366914021e+00,9.778110120451039000e-01
1.791859006880211158e+00,9.756649900647225149e-01
1.801869392393508518e+00,9.734211996409002365e-01
1.811879777906805655e+00,9.710798656171022447e-01
1.821890163420103015e+00,9.686412226113431112e-01
1.831900548933400374e+00,9.661055149926772723e-01
1.841910934446697512e+00,9.634729968567106173e-01
1.851921319959994872e+00,9.607439320001387451e-01
1.861931705473292009e+00,9.579185938943128864e-01
1.871942090986589369e+00,9.549972656578357144e-01
1.881952476499886728e+00,9.519802400281914823e-01
1.891962862013183866e+00,9.488678193324109333e-01
1.901973247526481225e+00,9.456603154567767566e-01
1.911983633039778363e+00,9.423580498155699203e-01
1.921994018553075723e+00,9.389613533188616579e-01
1.932004404066373082e+00,9.354705663393546589e-01
1.942014789579670220e+00,9.318860386782744643e-01
1.952025175092967579e+00,9.282081295303173940e-01
1.962035560606264717e+00,9.244372074476570056e-01
1.972045946119562077e+00,9.205736503030117479e-01
1.982056331632859436e+00,9.166178452517804720e-01
1.992066717146156574e+00,9.125701886932460205e-01
2.002077102659453711e+00,9.084310862308535572e-01
2.012087488172751293e+00,9.042009526315660795e-01
2.022097873686048430e+00,8.998802117843024417e-01
2.032108259199345568e+00,8.954692966574600010e-01
2.042118644712643150e+00,8.909686492555283222e-01
2.052129030225940287e+00,8.863787205747978293e-01
2.062139415739237425e+00,8.816999705581659574e-01
2.072149801252534562e+00,8.769328680490483530e-01
2.082160186765832144e+00,8.720778907443968997e-01
2.092170572279129281e+00,8.671355251468320091e-01
2.102180957792426419e+00,8.621062665158907290e-01
2.112191343305724001e+00,8.569906188183985529e-01
2.122201728819021138e+00,8.517890946779692607e-01
2.132212114332318276e+00,8.465022153236348990e-01
2.142222499845615857e+00,8.411305105376160052e-01
2.152232885358912995e+00,8.356745186022342953e-01
2.162243270872210132e+00,8.301347862459715898e-01
2.172253656385507270e+00,8.245118685886845267e-01
2.182264041898804852e+00,8.188063290859777243e-01
2.192274427412101989e+00,8.130187394727419470e-01
2.202284812925399127e+00,8.071496797058611561e-01
2.212295198438696708e+00,8.011997379060977753e-01
2.222305583951993846e+00,7.951695102991590547e-01
2.232315969465290983e+00,7.890596011559498635e-01
2.242326354978588121e+00,7.828706227320217925e-01
2.252336740491885703e+00,7.766031952062197874e-01
2.262347126005182840e+00,7.702579466185375257e-01
2.272357511518479978e+00,7.638355128071814271e-01
2.282367897031777559e+00,7.573365373448561755e-01
2.292378282545074697e+00,7.507616714742753050e-01
2.302388668058371834e+00,7.441115740428998482e-01
2.312399053571669416e+00,7.373869114369188127e-01
2.322409439084966554e+00,7.305883575144728193e-01
2.332419824598263691e+00,7.237165935381276727e-01
2.342430210111560829e+00,7.167723081066077473e-01
2.352440595624858410e+00,7.097561970857932945e-01
2.362450981138155548e+00,7.026689635389909983e-01
2.372461366651452686e+00,6.955113176564802213e-01
2.382471752164750267e+00,6.882839766843480422e-01
2.392482137678047405e+00,6.809876648526168585e-01
2.402492523191344542e+00,6.736231133026697737e-01
2.412502908704642124e+00,6.661910600139862026e-01
2.422513294217939261e+00,6.586922497301919144e-01
2.432523679731236399e+00,6.511274338844286191e-01
2.442534065244533537e+00,6.434973705240565334e-01
2.452544450757831118e+00,6.358028242346919212e-01
2.462554836271128256e+00,6.280445660635919358e-01
2.472565221784425393e+00,6.202233734423878708e-01
2.482575607297722975e+00,6.123400301091822540e-01
2.492585992811020112e+00,6.043953260300141128e-01
2.502596378324317250e+00,5.963900573196962984e-01
2.512606763837614832e+00,5.883250261620405208e-01
2.522617149350911969e+00,5.802010407294744265e-01
2.532627534864209107e+00,5.720189151020539375e-01
2.542637920377506244e+00,5.637794691858890594e-01
2.552648305890803826e+00,5.554835286309824927e-01
2.562658691404100963e+00,5.471319247484953685e-01
2.572669076917398101e+00,5.387254944274414425e-01
2.582679462430695683e+00,5.302650800508267315e-01
2.592689847943992820e+00,5.217515294112373692e-01
2.602700233457289958e+00,5.131856956258828983e-01
2.612710618970587095e+00,5.045684370511094308e-01
2.622721004483884677e+00,4.959006171963858955e-01
2.632731389997181815e+00,4.871831046377752550e-01
2.642741775510478952e+00,4.784167729308952954e-01
2.652752161023776534e+00,4.696025005233832594e-01
2.662762546537073671e+00,4.607411706668705920e-01
2.672772932050370809e+00,4.518336713284722972e-01
2.682783317563668390e+00,4.428808951018078366e-01
2.692793703076965528e+00,4.338837391175582314e-01
2.702804088590262666e+00,4.248431049535646986e-01
2.712814474103559803e+00,4.157598985444861950e-01
2.722824859616857385e+00,4.066350300910173132e-01
2.732835245130154522e+00,3.974694139686815730e-01
2.742845630643451660e+00,3.882639686362021614e-01
2.752856016156749241e+00,3.790196165434672748e-01
2.762866401670046379e+00,3.697372840390952264e-01
2.772876787183343517e+00,3.604179012776055346e-01
2.782887172696641098e+00,3.510624021262122030e-01
2.792897558209938236e+00,3.416717240712447978e-01
2.802907943723235373e+00,3.322468081242033744e-01
2.812918329236532511e+00,3.227885987274642932e-01
2.822928714749830093e+00,3.132980436596394802e-01
2.832939100263127230e+00,3.037760939406043414e-01
2.842949485776424368e+00,2.942237037361960517e-01
2.852959871289721949e+00,2.846418302626010921e-01
2.862970256803019087e+00,2.750314336904364776e-01
2.872980642316316224e+00,2.653934770485317229e-01
2.882991027829613806e+00,2.557289261274276471e-01
2.893001413342910944e+00,2.460387493825987315e-01
2.903011798856208081e+00,2.363239178374046956e-01
2.913022184369505219e+00,2.265854049857888020e-01
2.923032569882802800e+00,2.168241866947260843e-01
2.933042955396099938e+00,2.070412411064364300e-01
2.943053340909397075e+00,1.972375485403652651e-01
2.953063726422694657e+00,1.874140913949501053e-01
2.963074111935991795e+00,1.775718540491785513e-01
2.973084497449288932e+00,1.677118227639440573e-01
2.983094882962586070e+00,1.578349855832175408e-01
2.993105268475883651e+00,1.479423322350374992e-01
3.003115653989180789e+00,1.380348540323341200e-01
3.013126039502477926e+00,1.281135437735902438e-01
3.023136425015775508e+00,1.181793956433572768e-01
3.033146810529072646e+00,1.082334051126322555e-01
3.043157196042369783e+00,9.827656883910215746e-02
3.053167581555667365e+00,8.830988456727308089e-02
3.063177967068964502e+00,7.833435102849060916e-02
3.073188352582261640e+00,6.835096784085735455e-02
3.083198738095558777e+00,5.836073540906598633e-02
3.093209123608856359e+00,4.836465482415080314e-02
3.103219509122153497e+00,3.836372776317321931e-02
3.113229894635450634e+00,2.835895638884402756e-02
3.123240280148748216e+00,1.835134324910108264e-02
3.133250665662045353e+00,8.341891176648290329e-03
3.143261051175342491e+00,-1.668396811537870266e-03
3.153271436688640073e+00,-1.167851761471633623e-02
3.163281822201937210e+00,-2.168746814889781216e-02
3.173292207715234348e+00,-3.169424544736346161e-02
3.183302593228531485e+00,-4.169784676116738975e-02
3.193312978741829067e+00,-5.169726965961998766e-02
3.203323364255126204e+00,-6.169151213073669621e-02
3.213333749768423342e+00,-7.167957268164928952e-02
3.223344135281720924e+00,-8.166045043896108524e-02
3.233354520795018061e+00,-9.163314524904013492e-02
3.243364906308315199e+00,-1.015966577782442815e-01
3.253375291821612336e+00,-1.115499896130595359e-01
3.263385677334909918e+00,-1.214921433601490602e-01
3.273396062848207055e+00,-1.314221227462970543e-01
3.283406448361504193e+00,-1.413389327182450750e-01
3.293416833874801775e+00,-1.512415795424018328e-01
3.303427219388098912e+00,-1.611290709044210512e-01
3.313437604901396050e+00,-1.710004160086409375e-01
3.323447990414693631e+00,-1.808546256773673477e-01
3.333458375927990769e+00,-1.906907124499951645e-01
3.343468761441287906e+00,-2.005076906819612537e-01
3.353479146954585044e+00,-2.103045766435112374e-01
3.363489532467882626e+00,-2.200803886182769453e-01
3.373499917981179763e+00,-2.298341470016495025e-01
3.383510303494476901e+00,-2.395648743989451657e-01
3.393520689007774482e+00,-2.492715957233457291e-01
3.403531074521071620e+00,-2.589533382936078376e-01
3.413541460034368757e+00,-2.686091319315349613e-01
3.423551845547666339e+00,-2.782380090591948241e-01
3.433562231060963477e+00,-2.878390047958759301e-01
3.443572616574260614e+00,-2.974111570547782746e-01
3.453583002087557752e+00,-3.069535066394192269e-01
3.463593387600855333e+00,-3.164650973397524769e-01
3.473603773114152471e+00,-3.259449760279855002e-01
3.483614158627449608e+00,-3.353921927540920445e-01
3.493624544140747190e+00,-3.448058008410024300e-01
3.503634929654044328e+00,-3.541848569794661117e-01
3.513645315167341465e+00,-3.635284213225800642e-01
3.523655700680638603e+00,-3.728355575799667254e-01
3.533666086193936184e+00,-3.821053331115973339e-01
3.543676471707233322e+00,-3.913368190212474507e-01
3.553686857220530460e+00,-4.005290902495812766e-01
3.563697242733828041e+00,-4.096812256668479479e-01
3.573707628247125179e+00,-4.187923081651837576e-01
3.583718013760422316e+00,-4.278614247505153623e-01
3.593728399273719898e+00,-4.368876666340468229e-01
3.603738784787017035e+00,-4.458701293233254259e-01
3.613749170300314173e+00,-4.548079127128806798e-01
3.623759555813611311e+00,-4.637001211744193330e-01
3.633769941326908892e+00,-4.725458636465744156e-01
3.643780326840206030e+00,-4.813442537241945929e-01
3.653790712353503167e+00,-4.900944097471698901e-01
3.663801097866800749e+00,-4.987954548887795214e-01
3.673811483380097886e+00,-5.074465172435547178e-01
3.683821868893395024e+00,-5.160467299146520581e-01
3.693832254406692606e+00,-5.245952311007212598e-01
3.703842639919989743e+00,-5.330911641822629887e-01
3.713853025433286881e+00,-5.415336778074698598e-01
3.723863410946584018e+00,-5.499219259775366409e-01
3.733873796459881600e+00,-5.582550681314361052e-01
3.743884181973178737e+00,-5.665322692301471008e-01
3.753894567486475875e+00,-5.747526998403342802e-01
3.763904952999773457e+00,-5.829155362174612831e-01
3.773915338513070594e+00,-5.910199603883348196e-01
3.783925724026367732e+00,-5.990651602330738790e-01
3.793936109539665313e+00,-6.070503295664880783e-01
3.803946495052962451e+00,-6.149746682188624858e-01
3.813956880566259589e+00,-6.228373821161420354e-01
3.823967266079556726e+00,-6.306376833595022102e-01
3.833977651592854308e+00,-6.383747903043019978e-01
3.843988037106151445e+00,-6.460479276384099023e-01
3.853998422619448583e+00,-6.536563264598964640e-01
3.864008808132746164e+00,-6.611992243540835146e-01
3.874019193646043302e+00,-6.686758654699419546e-01
3.884029579159340440e+00,-6.760855005958353869e-01
3.894039964672637577e+00,-6.834273872345950629e-01
3.904050350185935159e+00,-6.907007896779240319e-01
3.914060735699232296e+00,-6.979049790801189479e-01
3.924071121212529434e+00,-7.050392335311070902e-01
3.934081506725827015e+00,-7.121028381287861642e-01
3.944091892239124153e+00,-7.190950850506616643e-01
3.954102277752421291e+00,-7.260152736247771355e-01
3.964112663265718872e+00,-7.328627103999255654e-01
3.974123048779016010e+00,-7.396367092151374667e-01
3.984133434292313147e+00,-7.463365912684400971e-01
3.994143819805610285e+00,-7.529616851848778269e-01
4.004154205318907422e+00,-7.595113270837883235e-01
4.014164590832205448e+00,-7.659848606453285580e-01
4.024174976345502586e+00,-7.723816371762407540e-01
4.034185361858799723e+00,-7.787010156748590539e-01
4.044195747372096861e+00,-7.849423628953402510e-01
4.054206132885393998e+00,-7.911050534111200294e-01
4.064216518398691136e+00,-7.971884696775848322e-01
4.074226903911988273e+00,-8.031920020939545823e-01
4.084237289425286299e+00,-8.091150490643689297e-01
4.094247674938583437e+00,-8.149570170581696971e-01
4.104258060451880574e+00,-8.207173206693797463e-01
4.114268445965177712e+00,-8.263953826753627219e-01
4.124278831478474849e+00,-8.319906340946652268e-01
4.134289216991771987e+00,-8.375025142440326587e-01
4.144299602505069124e+00,-8.429304707945939334e-01
4.154309988018367150e+00,-8.482739598272087678e-01
4.164320373531664288e+00,-8.535324458869704145e-01
4.174330759044961425e+00,-8.587054020368650731e-01
4.184341144558258563e+00,-8.637923099105723201e-01
4.194351530071555700e+00,-8.687926597644100024e-01
4.204361915584852838e+00,-8.737059505284134886e-01
4.214372301098149975e+00,-8.785316898565471710e-01
4.224382686611448001e+00,-8.832693941760404455e-01
4.234393072124745139e+00,-8.879185887358443940e-01
4.244403457638042276e+00,-8.924788076542069515e-01
4.254413843151339414e+00,-8.969495939653561178e-01
4.264424228664636551e+00,-9.013304996652914403e-01
4.274434614177933689e+00,-9.056210857566773242e-01
4.284444999691231715e+00,-9.098209222928338447e-01
4.294455385204528852e+00,-9.139295884208187282e-01
4.304465770717825990e+00,-9.179466724236025055e-01
4.314476156231123127e+00,-9.218717717613235108e-01
4.324486541744420265e+00,-9.257044931116256148e-01
4.334496927257717402e+00,-9.294444524090722526e-01
4.344507312771014540e+00,-9.330912748836316384e-01
4.354517698284312566e+00,-9.366445950982327240e-01
4.364528083797609703e+00,-9.401040569853823525e-01
4.374538469310906841e+00,-9.434693138828482706e-01
4.384548854824203978e+00,-9.467400285683951200e-01
4.394559240337501116e+00,-9.499158732935777394e-01
4.404569625850798253e+00,-9.529965298165828935e-01
4.414580011364095391e+00,-9.559816894341199855e-01
4.424590396877393417e+00,-9.588710530123553122e-01
4.434600782390690554e+00,-9.616643310168859760e-01
4.444611167903987692e+00,-9.643612435417555639e-01
4.454621553417284829e+00,-9.669615203375010459e-01
4.464631938930581967e+00,-9.694649008382341115e-01
4.474642324443879104e+00,-9.718711341877515064e-01
4.484652709957176242e+00,-9.741799792646731460e-01
4.494663095470474268e+00,-9.763912047066036770e-01
4.504673480983771405e+00,-9.785045889333159330e-01
4.514683866497068543e+00,-9.805199201689566157e-01
4.524694252010365680e+00,-9.824369964632660990e-01
4.534704637523662818e+00,-9.842556257118159069e-01
4.544715023036959956e+00,-9.859756256752590931e-01
4.554725408550257981e+00,-9.875968239975912999e-01
4.564735794063555119e+00,-9.891190582234224982e-01
4.574746179576852256e+00,-9.905421758142559652e-01
4.584756565090149394e+00,-9.918660341637740574e-01
4.594766950603446531e+00,-9.930905006121276690e-01
4.604777336116743669e+00,-9.942154524592303755e-01
4.614787721630040807e+00,-9.952407769770534873e-01
4.624798107143338832e+00,-9.961663714209221254e-01
4.634808492656635970e+00,-9.969921430398110962e-01
4.644818878169933107e+00,-9.977180090856392347e-01
4.654829263683230245e+00,-9.983438968215613274e-01
4.664839649196527382e+00,-9.988697435292566151e-01
4.674850034709824520e+00,-9.992954965152138769e-01
4.684860420223121658e+00,-9.996211131160116503e-01
4.694870805736419683e+00,-9.998465607025932567e-01
4.704881191249716821e+00,-9.999718166835366295e-01
4.714891576763013958e+00,-9.999968685073179486e-01
4.724901962276311096e+00,-9.999217136635697445e-01
4.734912347789608233e+00,-9.997463596833318089e-01
4.744922733302905371e+00,-9.994708241382974645e-01
4.754933118816203397e+00,-9.990951346390515297e-01
4.764943504329500534e+00,-9.986193288323049755e-01
4.774953889842797672e+00,-9.980434543971213879e-01
4.784964275356094809e+00,-9.973675690401393457e-01
4.794974660869391947e+00,-9.965917404897902676e-01
4.804985046382689085e+00,-9.957160464895111751e-01
4.814995431895986222e+00,-9.947405747899545903e-01
4.825005817409284248e+00,-9.936654231401945703e-01
4.835016202922581385e+00,-9.924906992779327641e-01
4.845026588435878523e+00,-9.912165209187010495e-01
4.855036973949175660e+00,-9.898430157440666344e-01
4.865047359462472798e+00,-9.883703213888368477e-01
4.875057744975769936e+00,-9.867985854272673940e-01
4.885068130489067073e+00,-9.851279653582744045e-01
4.895078516002365099e+00,-9.833586285896519508e-01
4.905088901515662236e+00,-9.814907524212966861e-01
4.915099287028959374e+00,-9.795245240274408349e-01
4.925109672542256511e+00,-9.774601404378965297e-01
4.935120058055553649e+00,-9.752978085183112711e-01
4.945130443568850787e+00,-9.730377449494395092e-01
4.955140829082147924e+00,-9.706801762054291238e-01
4.965151214595445950e+00,-9.682253385311270222e-01
4.975161600108743087e+00,-9.656734779184064088e-01
4.985171985622040225e+00,-9.630248500815160595e-01
4.995182371135337362e+00,-9.602797204314561519e-01
5.005192756648634500e+00,-9.574383640493822067e-01
5.015203142161931638e+00,-9.545010656590401377e-01
5.025213527675229663e+00,-9.514681195982346296e-01
5.035223913188526801e+00,-9.483398297893355089e-01
5.045234298701823938e+00,-9.451165097088209954e-01
5.055244684215121076e+00,-9.417984823558661622e-01
5.065255069728418214e+00,-9.383860802199760487e-01
5.075265455241715351e+00,-9.348796452476678676e-01
5.085275840755012489e+00,-9.312795288082051925e-01
5.095286226268310514e+00,-9.275860916583886784e-01
5.105296611781607652e+00,-9.237997039064064220e-01
5.115306997294904789e+00,-9.199207449747449639e-01
5.125317382808201927e+00,-9.159496035621693677e-01
5.135327768321499065e+00,-9.118866776047730438e-01
5.145338153834796202e+00,-9.077323742361016468e-01
5.155348539348093340e+00,-9.034871097463552658e-01
5.165358924861391365e+00,-8.991513095406727940e-01
5.175369310374688503e+00,-8.947254080965054701e-01
5.185379695887985640e+00,-8.902098489200760412e-01
5.195390081401282778e+00,-8.856050845019387552e-01
5.205400466914579916e+00,-8.809115762716357434e-01
5.215410852427877053e+00,-8.761297945514584518e-01
5.225421237941174191e+00,-8.712602185093184515e-01
5.235431623454472216e+00,-8.663033361107307373e-01
5.245442008967769354e+00,-8.612596440699183953e-01
5.255452394481066491e+00,-8.561296478000348653e-01
5.265462779994363629e+00,-8.509138613625207848e-01
5.275473165507660767e+00,-8.456128074155901952e-01
5.285483551020957904e+00,-8.402270171618569927e-01
5.295493936534255930e+00,-8.347570302951040633e-01
5.305504322047553067e+00,-8.292033949462042086e-01
5.315514707560850205e+00,-8.235666676281906406e-01
5.325525093074147343e+00,-8.178474131804924774e-01
5.335535478587444480e+00,-8.120462047123333527e-01
5.345545864100741618e+00,-8.061636235453019106e-01
5.355556249614038755e+00,-8.002002591550992916e-01
5.365566635127336781e+00,-7.941567091124691613e-01
5.375577020640633918e+00,-7.880335790233186088e-01
5.385587406153931056e+00,-7.818314824680299147e-01
5.395597791667228194e+00,-7.755510409399766214e-01
5.405608177180525331e+00,-7.691928837832456844e-01
5.415618562693822469e+00,-7.627576481295724742e-01
5.425628948207119606e+00,-7.562459788344961797e-01
5.435639333720417632e+00,-7.496585284127394999e-01
5.445649719233714769e+00,-7.429959569728251667e-01
5.455660104747011907e+00,-7.362589321509243057e-01
5.465670490260309045e+00,-7.294481290439576160e-01
5.475680875773606182e+00,-7.225642301419445968e-01
5.485691261286903320e+00,-7.156079252596142526e-01
5.495701646800200457e+00,-7.085799114672799437e-01
5.505712032313498483e+00,-7.014808930209878168e-01
5.515722417826795620e+00,-6.943115812919480323e-01
5.525732803340092758e+00,-6.870726946952466774e-01
5.535743188853389896e+00,-6.797649586178575731e-01
5.545753574366687033e+00,-6.723891053459535305e-01
5.555763959879984171e+00,-6.649458739915254935e-01
5.565774345393282196e+00,-6.574360104183183395e-01
5.575784730906579334e+00,-6.498602671670919984e-01
5.585795116419876472e+00,-6.422194033802085533e-01
5.595805501933173609e+00,-6.345141847255626466e-01
5.605815887446470747e+00,-6.267453833198561863e-01
5.615826272959767884e+00,-6.189137776512265710e-01
5.625836658473065022e+00,-6.110201525012368684e-01
5.635847043986363047e+00,-6.030652988662341674e-01
5.645857429499660185e+00,-5.950500138780898673e-01
5.655867815012957323e+00,-5.869751007243161345e-01
5.665878200526254460e+00,-5.788413685675846132e-01
5.675888586039551598e+00,-5.706496324646418428e-01
5.685898971552848735e+00,-5.624007132846342571e-01
5.695909357066145873e+00,-5.540954376268523163e-01
